list_date,company,location,title,link,status,description
2023-01-24,BLUE ORIGIN,"Denver, CO",Software Engineer – Test Automation (Various Levels),https://www.linkedin.com/jobs/view/software-engineer-%E2%80%93-test-automation-various-levels-at-blue-origin-3272096858?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=Ku3F9cKrpkUPPzSkHRtxyw%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,,"We are a diverse team of collaborators, doers, and problem-solvers who are relentlessly committed to a culture of safety. This position will directly impact the history of space exploration and will require your commitment and detailed attention towards safe and repeatable space flight. Join us in lowering the cost of access to space and enabling Blue Origin’s vision of millions of people living and working in space to benefit Earth.

We are a team of engineers who are relentlessly focused on improving engineering productivity. We work with avionics teams across the business to understand what is holding them back and collaboratively create solutions that help them go fast without compromising safety. We use metrics and data-driven thinking to identify winning solutions and institutionalize them through training, and documentation. We work as an agile scrum team that sits within the Avionics Center of Excellence and are composed of engineers who are passionate about building processes and tools that enable continuous improvement.

We are looking for someone to apply their technical expertise, leadership skills, and commitment to quality to positively impact safe human spaceflight. Passion for our mission and vision is required!







Don’t meet every single requirement? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.

Compensation range for on site CO applicants is $123,750-$181,500

Compensation range for on site WA applicants is $135,000-$198,000

Compensation range for on site CA applicants is $135,000-$198,000



Applicants for employment at Blue Origin must be a U.S. citizen or national, U.S. permanent resident (i.e. current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.


Blue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting, retaining, and developing a highly qualified, diverse, and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications, performance, and abilities. We support the establishment and maintenance of a workplace that fosters trust, equality, and teamwork, in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire, promotion, and other terms and conditions of employment, regardless of their race, color, religion, gender, sexual orientation, gender identity, national origin/ethnicity, age, physical or mental disability, genetic factors, military/veteran status, or any other status or characteristic protected by federal, state, and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state, and local laws. For more information on “EEO Is the Law,” please see here and here.

Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with the Washington Fair Chance Act, Los Angeles Fair Chance in Hiring Ordinance, and other applicable laws.


Applicants wishing to receive information on Blue Origin’s Affirmative Action Plans, or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process, please contact us at EEOCompliance@blueorigin.com.


Employee Benefits include: Medical, dental, vision, basic and supplemental life insurance, short and long-term disability and 401(k) with up to 5% company match.

Paid Time Off: Provides up to 4 weeks per year, in addition to 14 holidays

Discretionary bonus programs
Show more"
2023-01-22,Coupa Software,"Chicago, IL",Senior Software Engineer in Test - Supply Chain,https://www.linkedin.com/jobs/view/senior-software-engineer-in-test-supply-chain-at-coupa-software-3305287386?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=p6W8wwn5bs1HYtYUCpTtEw%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Coupa Software (NASDAQ: COUP), a leader in business spend management (BSM), has been certified as a “Great Place to Work” by the Great Place to Work organization. We deliver “Value as a Service” by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers – small, medium and large – have used the Coupa platform to bring billions of dollars in cumulative spend under management. Learn more at www.coupa.com. Read more on the Coupa Blog or follow @Coupa on Twitter.








Responsibilities:
Qualifications:

At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses. It’s our people who make it happen, and we strive to attract and retain the best in every discipline.

We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, retirement and savings plans with employer match, a flexible work environment, no limit vacations for exempt employees, accrued vacation days for non-exempt employees, catered in-office lunches… And much more! 




Show more"
2023-01-25,Motion Recruitment,"Las Vegas, NV",SDET,https://www.linkedin.com/jobs/view/sdet-at-motion-recruitment-3451292940?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=Chm94PCHaWlPdTZ8X4JSRQ%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card,,"This world leader in gaming technology is searching for a SDET to join their team. You will be automating the testing of new game platforms built on C#/.NET. You will be building out CI/CD testable pipelines using TeamCity, and performing both manual and automation testing.

This is a full-time, hybrid remote role (2-3 days on-site per week), offering amazing benefits and career progression and professional development.







Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

Alyssa Valles

Show more"
2023-01-26,Epic Games,"Cary, NC",Senior SDET,https://www.linkedin.com/jobs/view/senior-sdet-at-epic-games-3451891990?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=EE2BryszUOd4UnyQuf1TIw%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,,"WHAT MAKES US EPIC?

At the core of Epic’s success are talented, passionate people. Epic prides itself on creating a collaborative, welcoming, and creative environment. Whether it’s building award-winning games or crafting engine technology that enables others to make visually stunning interactive experiences, we’re always innovating.

Being Epic means being a part of a team that continually strives to do right by our community and users. We’re constantly innovating to raise the bar of engine and game development.

SDET AT EPIC


The Unreal Engine Fortnite QA team are constantly improving the quality of underlying Unreal Engine tools and frameworks necessary to provide a creative experience for creators and game developers. We’re making it easier and faster for developers to successfully launch, operate, and scale high-quality games. As a game developer ourselves, we understand how to tackle hard problems and are sharing the fruits of our labor with others in the development community.


You are a quality-minded developer who thrives and excels at delivering impactful results. Your vision and hands-on approach will continually maintain a high-quality, “testable software” mentality at Epic Games. We are looking for teammates who are passionate about upstream technical quality-reinforcing practices while developing tools, automation, and systems engineering to raise the quality bar while advancing your technical capabilities and knowledge.





This position is listed in multiple locations across North America including but not limited to:


EPIC JOB + EPIC BENEFITS = EPIC LIFE

Our intent is to cover all things that are medically necessary and improve the quality of life. We pay 100% of the premiums for both you and your dependents. Our coverage includes Medical, Dental, a Vision HRA, Long Term Disability, Life Insurance & a 401k with competitive match. We also offer a robust mental well-being program through Modern Health, which provides free therapy and coaching for employees & dependents.

Throughout the year we celebrate our employees with events and company-wide paid breaks. We offer unlimited PTO and sick time and recognize individuals for 7 years of employment with a paid sabbatical.


Epic Games spans across 19 countries with 55 studios and 4,500+ employees globally. For over 25 years, we’ve been making award-winning games and engine technology that empowers others to make visually stunning games and 3D content that bring environments to life like never before. Epic’s award-winning Unreal Engine technology not only provides game developers the ability to build high-fidelity, interactive experiences for PC, console, mobile, and VR, it is also a tool being embraced by content creators across a variety of industries such as media and entertainment, automotive, and architectural design. As we continue to build our Engine technology and develop remarkable games, we strive to build teams of world-class talent.


Epic Games deeply values diverse teams and an inclusive work culture, and we are proud to be an Equal Opportunity employer. Learn more about our Equal Employment Opportunity (EEO) Policy here.
Show more"
2023-01-27,Motion Recruitment,"Chicago, IL","Software Test Engineer / Chicago, IL",https://www.linkedin.com/jobs/view/software-test-engineer-chicago-il-at-motion-recruitment-3457127010?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=H851EMRYTED%2BXadQBDtZOQ%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Our client, a leading player in the communications and media industry, is looking to hire a Software Test Engineer to join their team in Chicago, IL.
This opening is a 6-month long contract-to-hire position, with the opportunity for extension or conversion**
This will be responsible for designing and running tests on software usability. The software tester will conduct tests, analyze the results, and report observations to stakeholders.





Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

Alexus Davis
Show more"
2023-01-28,BLUE ORIGIN,"Phoenix, AZ",Software Engineer – Test Automation (Various Levels),https://www.linkedin.com/jobs/view/software-engineer-%E2%80%93-test-automation-various-levels-at-blue-origin-3457238875?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=1nbUiSforsJS1gw%2Fv9FwGQ%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,,"We are a diverse team of collaborators, doers, and problem-solvers who are relentlessly committed to a culture of safety. This position will directly impact the history of space exploration and will require your commitment and detailed attention towards safe and repeatable space flight. Join us in lowering the cost of access to space and enabling Blue Origin’s vision of millions of people living and working in space to benefit Earth.

We are a team of engineers who are relentlessly focused on improving engineering productivity. We work with avionics teams across the business to understand what is holding them back and collaboratively create solutions that help them go fast without compromising safety. We use metrics and data-driven thinking to identify winning solutions and institutionalize them through training, and documentation. We work as an agile scrum team that sits within the Avionics Center of Excellence and are composed of engineers who are passionate about building processes and tools that enable continuous improvement.

We are looking for someone to apply their technical expertise, leadership skills, and commitment to quality to positively impact safe human spaceflight. Passion for our mission and vision is required!







Don’t meet every single requirement? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.

Compensation range for on site CO applicants is $123,750-$181,500

Compensation range for on site WA applicants is $135,000-$198,000

Compensation range for on site CA applicants is $135,000-$198,000



Applicants for employment at Blue Origin must be a U.S. citizen or national, U.S. permanent resident (i.e. current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.


Blue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting, retaining, and developing a highly qualified, diverse, and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications, performance, and abilities. We support the establishment and maintenance of a workplace that fosters trust, equality, and teamwork, in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire, promotion, and other terms and conditions of employment, regardless of their race, color, religion, gender, sexual orientation, gender identity, national origin/ethnicity, age, physical or mental disability, genetic factors, military/veteran status, or any other status or characteristic protected by federal, state, and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state, and local laws. For more information on “EEO Is the Law,” please see here and here.

Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with the Washington Fair Chance Act, Los Angeles Fair Chance in Hiring Ordinance, and other applicable laws.


Applicants wishing to receive information on Blue Origin’s Affirmative Action Plans, or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process, please contact us at EEOCompliance@blueorigin.com.


Employee Benefits include: Medical, dental, vision, basic and supplemental life insurance, short and long-term disability and 401(k) with up to 5% company match.

Paid Time Off: Provides up to 4 weeks per year, in addition to 14 holidays

Discretionary bonus programs
Show more"
2023-01-27,CyberCoders,"Milwaukie, OR",SW Test Engineer,https://www.linkedin.com/jobs/view/sw-test-engineer-at-cybercoders-3452695273?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=0GpPjqBV5lL9f57HJvpKPQ%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,,"If you are a SW Test Engineer with experience, please read on!

We are the leading manufacturer of premium aviation headsets and helmet products. Since introducing our first product in 1996, we have established a reputation for leading innovation in the aviation headset marketplace with a number of ""first to market"" advances, technologies, and features. We design and manufacture technologically advanced Active Noise Reduction (ANR) aviation headsets to provide you with the quietest environment possible, unparalleled comfort, and crystal-clear communications, making your flights safer and more enjoyable.

What You Will Be Doing

As a Test Engineer, you will primarily be responsible for the sustaining & support of shipping products embedded software, mobile device applications, production, and end user utilities.

What You Need for this Position



What's In It for You



So, if you are a SW Test Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Brett Anderson



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brett.Anderson@CyberCoders.com

Brett Anderson - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.

Show more"
2023-01-27,CyberCoders,"Oak Grove, OR",SW Test Engineer,https://www.linkedin.com/jobs/view/sw-test-engineer-at-cybercoders-3452688968?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=sfQ4JvArxB5ZiAgOBCvXvw%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,,"If you are a SW Test Engineer with experience, please read on!

We are the leading manufacturer of premium aviation headsets and helmet products. Since introducing our first product in 1996, we have established a reputation for leading innovation in the aviation headset marketplace with a number of ""first to market"" advances, technologies, and features. We design and manufacture technologically advanced Active Noise Reduction (ANR) aviation headsets to provide you with the quietest environment possible, unparalleled comfort, and crystal-clear communications, making your flights safer and more enjoyable.

What You Will Be Doing

As a Test Engineer, you will primarily be responsible for the sustaining & support of shipping products embedded software, mobile device applications, production, and end user utilities.

What You Need for this Position



What's In It for You



So, if you are a SW Test Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Brett Anderson



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brett.Anderson@CyberCoders.com

Brett Anderson - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.

Show more"
2023-01-27,CyberCoders,"Lake Oswego, OR",SW Test Engineer,https://www.linkedin.com/jobs/view/sw-test-engineer-at-cybercoders-3452691664?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=86AVrFKBnzlpC3%2BuYUinIA%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,,"If you are a SW Test Engineer with experience, please read on!

We are the leading manufacturer of premium aviation headsets and helmet products. Since introducing our first product in 1996, we have established a reputation for leading innovation in the aviation headset marketplace with a number of ""first to market"" advances, technologies, and features. We design and manufacture technologically advanced Active Noise Reduction (ANR) aviation headsets to provide you with the quietest environment possible, unparalleled comfort, and crystal-clear communications, making your flights safer and more enjoyable.

What You Will Be Doing

As a Test Engineer, you will primarily be responsible for the sustaining & support of shipping products embedded software, mobile device applications, production, and end user utilities.

What You Need for this Position



What's In It for You



So, if you are a SW Test Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Brett Anderson



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brett.Anderson@CyberCoders.com

Brett Anderson - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.

Show more"
2023-01-29,Resource 1,"Parsippany, NJ","Software Test Engineer (HYBRID, PARSIPPANY NJ)",https://www.linkedin.com/jobs/view/software-test-engineer-hybrid-parsippany-nj-at-resource-1-3443204698?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=mkQysIWbmRkk3ErxiWATWQ%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,,"My client is the leading supplier of digital 2D and emerging 3D photographic equipment, imaging software, and computer systems for advanced patient imaging serving both physicians and the healthcare industry. We provide the highest quality products and services and have established a reputation for innovation and service excellence.






Show more"
2023-01-25,Motion Recruitment,"San Francisco, CA",QA- Automation Engineer,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-motion-recruitment-3442519278?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=pAkhaXMnrKUPVbuvcWrMTw%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Copmany

A bank that offers offer extraordinary client service in private banking, private business banking and private wealth management. This bank caters to low-risk, high net-worth clientele, and focuses on providing personalized customer experience.

* Experience in designing/developing/testing Web Services/WSDL, and with SOAP /REST APIs for SOA

Peyton Robertson
Show more"
2023-01-27,Choice Hotels International,Greater Phoenix Area,Software Development in Test 2,https://www.linkedin.com/jobs/view/software-development-in-test-2-at-choice-hotels-international-3402294909?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=Wj2E4if4kiu6RbtF0MXkeQ%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Software Development Engineer in Test 2

Who are we looking for?

Choice Hotels, one of the world’s largest lodging franchisors, has an exciting new opportunity as our Software Developer in Test 2 in the test engineering department. The test engineering is the team that analyzes risks and ensures that we deliver best quality in shortest time possible, giving confidence to the stakeholders. As a key member of our team, you will be responsible for owning quality of the product with automation first mindset.

You are also responsible for writing defects, conducting root cause analysis, and effectively communicating complex topics to both technical and business-oriented colleagues, contribute to automation frameworks, and develop tools and strategies to increase automation efficiency across the organization.

Are you passionate, inquisitive, communicative, love programming? We invite you to apply today for our SDET 2 role today and









This is an individual contributor role that will report to the Manager, Test Engineering. You will collaborate with cross functional departments on a regular basis.



As our Software Development Engineer in Test 2, you will either be based in our beautiful, state-of-the-art technology hub in Scottsdale, Arizona or working remotely if not based in AZ. In October 2021, Choice opened a newly constructed world class technology center.

Right now, our associates in Scottsdale, AZ are working in a hybrid environment, between two-four days per week in the office and working virtually the remaining days. We provide flexibility and encourage ongoing communication with your leadership to establish expectations about your unique needs.

We are focused on safety and wellness in our offices, and as such, as a Choice associate you will be required to disclose your COVID-19 vaccination status and provide a copy of your vaccination card.



Choice Hotels International, Inc. (NYSE: CHH) is one of the largest lodging franchisors in the world. With more than 7,100 hotels, representing over 600,000 rooms, in nearly 40 countries and territories as of September 30, 2021, the Choice® family of hotel brands provide business and leisure travelers with a range of high-quality lodging options from limited service to full-service hotels in the upscale, midscale, extended-stay and economy segments. The award-winning Choice Privileges® loyalty program offers members benefits ranging from everyday rewards to exceptional experiences.

At our worldwide corporate headquarters in Rockville, Maryland, and technology center in Scottsdale, Arizona, and through our associates around the globe, we keep Choice hotels thriving by serving as a champion for our franchisees and providing cutting-edge technology.

Ability to model Choice’s Cultural Values: Welcome and Respect Everyone, Be Bold, Be Quick, Listen, Be Curious and Show Integrity.
Show more"
2023-01-23,BLUE ORIGIN,"Phoenix, AZ",Software Engineer – Test Automation (Various Levels),https://www.linkedin.com/jobs/view/software-engineer-%E2%80%93-test-automation-various-levels-at-blue-origin-3272102109?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=2TNR5jtJl%2FFd6%2BMqjsOmNA%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,,"We are a diverse team of collaborators, doers, and problem-solvers who are relentlessly committed to a culture of safety. This position will directly impact the history of space exploration and will require your commitment and detailed attention towards safe and repeatable space flight. Join us in lowering the cost of access to space and enabling Blue Origin’s vision of millions of people living and working in space to benefit Earth.

We are a team of engineers who are relentlessly focused on improving engineering productivity. We work with avionics teams across the business to understand what is holding them back and collaboratively create solutions that help them go fast without compromising safety. We use metrics and data-driven thinking to identify winning solutions and institutionalize them through training, and documentation. We work as an agile scrum team that sits within the Avionics Center of Excellence and are composed of engineers who are passionate about building processes and tools that enable continuous improvement.

We are looking for someone to apply their technical expertise, leadership skills, and commitment to quality to positively impact safe human spaceflight. Passion for our mission and vision is required!







Don’t meet every single requirement? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.

Compensation range for on site CO applicants is $123,750-$181,500

Compensation range for on site WA applicants is $135,000-$198,000

Compensation range for on site CA applicants is $135,000-$198,000



Applicants for employment at Blue Origin must be a U.S. citizen or national, U.S. permanent resident (i.e. current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.


Blue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting, retaining, and developing a highly qualified, diverse, and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications, performance, and abilities. We support the establishment and maintenance of a workplace that fosters trust, equality, and teamwork, in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire, promotion, and other terms and conditions of employment, regardless of their race, color, religion, gender, sexual orientation, gender identity, national origin/ethnicity, age, physical or mental disability, genetic factors, military/veteran status, or any other status or characteristic protected by federal, state, and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state, and local laws. For more information on “EEO Is the Law,” please see here and here.

Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with the Washington Fair Chance Act, Los Angeles Fair Chance in Hiring Ordinance, and other applicable laws.


Applicants wishing to receive information on Blue Origin’s Affirmative Action Plans, or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process, please contact us at EEOCompliance@blueorigin.com.


Employee Benefits include: Medical, dental, vision, basic and supplemental life insurance, short and long-term disability and 401(k) with up to 5% company match.

Paid Time Off: Provides up to 4 weeks per year, in addition to 14 holidays

Discretionary bonus programs
Show more"
2023-01-28,HP,"Austin, TX",Software Quality Assurance Engineer - Poly,https://www.linkedin.com/jobs/view/software-quality-assurance-engineer-poly-at-hp-3454053828?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=T7E49Dd5DW%2FeD2uzZiWAsw%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Applies intermediate level of subject matter knowledge to solve a variety of common business issues. Works on problems of moderately complex scope. Acts as an informed team member providing analysis of information and limited project direction input. Exercises independent judgment within defined practices and procedures to determine appropriate action. Follows established guidelines and interprets policies. Evaluates unique circumstances and makes recommendations.









You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!

Show more"
2023-01-26,CyberCoders,"Portland, OR",SW Test Engineer,https://www.linkedin.com/jobs/view/sw-test-engineer-at-cybercoders-3452695279?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=qavUwI7Bj856bG4YbJuqhw%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,,"If you are a SW Test Engineer with experience, please read on!

We are the leading manufacturer of premium aviation headsets and helmet products. Since introducing our first product in 1996, we have established a reputation for leading innovation in the aviation headset marketplace with a number of ""first to market"" advances, technologies, and features. We design and manufacture technologically advanced Active Noise Reduction (ANR) aviation headsets to provide you with the quietest environment possible, unparalleled comfort, and crystal-clear communications, making your flights safer and more enjoyable.

What You Will Be Doing

As a Test Engineer, you will primarily be responsible for the sustaining & support of shipping products embedded software, mobile device applications, production, and end user utilities.

What You Need for this Position



What's In It for You



So, if you are a SW Test Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Brett Anderson



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brett.Anderson@CyberCoders.com

Brett Anderson - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Show more"
2023-01-26,Mastercard,"Missouri, United States",Senior Software Engineer (SDET),https://www.linkedin.com/jobs/view/senior-software-engineer-sdet-at-mastercard-3452296752?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=yddx%2B8skCyVx%2BV%2Baoez3xA%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Our Purpose

We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.



Senior Software Engineer (SDET)



Work in the commercial space on the Portal that is gateway/entry into all Commercial/Smart data applications

Coordinate and participate in coding, design, changes, enhancements and system testing of Commercial applications.


Role





In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.



All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must
Show more"
2023-01-25,Singlewire Software (InformaCast Emergency Notification System),"Madison, WI",Software Test Engineer,https://www.linkedin.com/jobs/view/software-test-engineer-at-singlewire-software-informacast-emergency-notification-system-3449550835?refId=QruvX3go%2BmtpHtuhQ1WvEg%3D%3D&trackingId=Hk4%2BdGhKp3opxBMAsZ78jw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,,"Who are we?
Singlewire makes InformaCast (a mass notification and critical event management system) and Visitor Aware (a visitor and student management system). Our goal is to keep our users safe and informed, everywhere, every time.









Show more"
